Feature,Importance
original_glcm_JointEnergy,0.041179486
original_shape_LeastAxisLength,0.03375977
original_ngtdm_Busyness,0.03332239
original_glszm_SmallAreaHighGrayLevelEmphasis,0.029899562
original_glszm_LowGrayLevelZoneEmphasis,0.02953922
original_ngtdm_Strength,0.027953474
original_gldm_SmallDependenceEmphasis,0.02792052
original_glszm_GrayLevelVariance,0.025256023
original_ngtdm_Contrast,0.024836384
original_shape_Sphericity,0.024368808
original_gldm_LargeDependenceEmphasis,0.023601199
original_firstorder_Mean,0.02348457
original_glcm_Imc1,0.022034105
original_glszm_SmallAreaLowGrayLevelEmphasis,0.021696141
original_gldm_DependenceNonUniformityNormalized,0.021518305
original_ngtdm_Complexity,0.02105352
original_firstorder_Maximum,0.0208758
original_glrlm_ShortRunEmphasis,0.020319056
original_glszm_ZonePercentage,0.01887104
original_glszm_GrayLevelNonUniformityNormalized,0.018813122
original_gldm_DependenceNonUniformity,0.017960014
original_glcm_DifferenceVariance,0.017910015
original_gldm_LargeDependenceHighGrayLevelEmphasis,0.017402725
original_glcm_InverseVariance,0.017336845
original_shape_Maximum2DDiameterSlice,0.017319946
original_glszm_LargeAreaHighGrayLevelEmphasis,0.016619192
original_gldm_SmallDependenceLowGrayLevelEmphasis,0.01547558
original_shape_SurfaceVolumeRatio,0.015132712
original_glszm_ZoneEntropy,0.015037813
original_glrlm_LongRunHighGrayLevelEmphasis,0.014784838
original_glszm_SizeZoneNonUniformityNormalized,0.01473022
original_firstorder_Minimum,0.01465788
original_firstorder_RobustMeanAbsoluteDeviation,0.014526143
original_glcm_DifferenceEntropy,0.014297343
original_firstorder_Skewness,0.014287619
original_glcm_Imc2,0.014220344
original_glcm_Contrast,0.014048361
original_firstorder_Entropy,0.012380258
original_glszm_HighGrayLevelZoneEmphasis,0.012372549
original_glcm_ClusterProminence,0.012110224
original_glcm_JointEntropy,0.011928499
original_glcm_ClusterShade,0.011908381
original_firstorder_10Percentile,0.011843012
original_shape_Elongation,0.0116887
original_shape_MajorAxisLength,0.011337365
original_glszm_LargeAreaEmphasis,0.011219583
original_glcm_MCC,0.011205972
original_glszm_SizeZoneNonUniformity,0.01064159
original_gldm_DependenceVariance,0.010473149
original_glcm_MaximumProbability,0.00953273
original_glszm_GrayLevelNonUniformity,0.00857895
original_glrlm_RunEntropy,0.0084667755
original_glrlm_ShortRunHighGrayLevelEmphasis,0.008464552
original_glrlm_RunLengthNonUniformityNormalized,0.008147588
original_gldm_SmallDependenceHighGrayLevelEmphasis,0.007987269
original_glcm_ClusterTendency,0.007976206
original_firstorder_Range,0.007897586
original_firstorder_Kurtosis,0.0069671115
original_glrlm_RunPercentage,0.0063266475
original_glrlm_GrayLevelNonUniformity,0.0044952184
original_firstorder_MeanAbsoluteDeviation,0.0
original_shape_Maximum2DDiameterColumn,0.0
original_glrlm_RunVariance,0.0
original_ngtdm_Coarseness,0.0
original_shape_Maximum2DDiameterRow,0.0
original_glrlm_ShortRunLowGrayLevelEmphasis,0.0
original_glszm_ZoneVariance,0.0
original_firstorder_Median,0.0
original_glszm_SmallAreaEmphasis,0.0
original_shape_VoxelVolume,0.0
original_shape_Maximum3DDiameter,0.0
original_shape_MeshVolume,0.0
original_shape_MinorAxisLength,0.0
original_firstorder_InterquartileRange,0.0
original_glszm_LargeAreaLowGrayLevelEmphasis,0.0
original_firstorder_90Percentile,0.0
original_shape_SurfaceArea,0.0
original_glcm_Idn,0.0
original_glrlm_LongRunLowGrayLevelEmphasis,0.0
original_glrlm_RunLengthNonUniformity,0.0
original_glrlm_LowGrayLevelRunEmphasis,0.0
original_glcm_Idm,0.0
original_glcm_JointAverage,0.0
original_glcm_Id,0.0
original_glcm_DifferenceAverage,0.0
original_shape_Flatness,0.0
original_glcm_SumEntropy,0.0
original_glcm_SumSquares,0.0
original_gldm_DependenceEntropy,0.0
original_glcm_Correlation,0.0
original_gldm_GrayLevelVariance,0.0
original_gldm_HighGrayLevelEmphasis,0.0
original_glcm_Autocorrelation,0.0
original_firstorder_Variance,0.0
original_gldm_LargeDependenceLowGrayLevelEmphasis,0.0
original_gldm_LowGrayLevelEmphasis,0.0
original_firstorder_Uniformity,0.0
original_firstorder_TotalEnergy,0.0
original_glrlm_GrayLevelNonUniformityNormalized,0.0
original_glrlm_GrayLevelVariance,0.0
original_glrlm_HighGrayLevelRunEmphasis,0.0
original_glrlm_LongRunEmphasis,0.0
original_firstorder_RootMeanSquared,0.0
original_glcm_Idmn,0.0
original_glcm_SumAverage,0.0
