Feature,Importance
original_glrlm_GrayLevelVariance,0.0464253
original_glszm_LargeAreaEmphasis,0.038242165
original_glszm_GrayLevelNonUniformity,0.035657354
original_firstorder_Entropy,0.035409503
original_gldm_LowGrayLevelEmphasis,0.034051407
original_shape_LeastAxisLength,0.03139125
original_shape_Sphericity,0.029193975
original_glszm_SmallAreaHighGrayLevelEmphasis,0.02528483
original_glrlm_RunPercentage,0.02516051
original_glrlm_ShortRunLowGrayLevelEmphasis,0.02395959
original_ngtdm_Busyness,0.02363166
original_glcm_JointEnergy,0.02348857
original_gldm_HighGrayLevelEmphasis,0.022361659
original_glrlm_ShortRunHighGrayLevelEmphasis,0.021016737
original_glszm_SizeZoneNonUniformityNormalized,0.020410873
original_firstorder_10Percentile,0.020376131
original_glcm_ClusterTendency,0.020146765
original_firstorder_RobustMeanAbsoluteDeviation,0.018927343
original_glszm_SmallAreaLowGrayLevelEmphasis,0.018790852
original_glszm_ZonePercentage,0.017067818
original_glszm_GrayLevelVariance,0.016499659
original_glrlm_HighGrayLevelRunEmphasis,0.01591315
original_glcm_MaximumProbability,0.015738139
original_firstorder_Minimum,0.015398833
original_shape_Elongation,0.015022251
original_gldm_DependenceVariance,0.014991796
original_glrlm_LongRunHighGrayLevelEmphasis,0.014913664
original_glszm_ZoneVariance,0.014792108
original_gldm_SmallDependenceEmphasis,0.014583161
original_shape_Maximum2DDiameterSlice,0.013827834
original_glcm_InverseVariance,0.013552601
original_gldm_DependenceNonUniformityNormalized,0.013429374
original_glcm_Idn,0.013262079
original_gldm_DependenceEntropy,0.013249
original_firstorder_InterquartileRange,0.01323257
original_firstorder_Skewness,0.013040662
original_ngtdm_Contrast,0.012682693
original_glszm_SmallAreaEmphasis,0.011899626
original_shape_Flatness,0.011805564
original_firstorder_Maximum,0.0113684535
original_shape_SurfaceArea,0.011024428
original_glszm_SizeZoneNonUniformity,0.010894716
original_shape_SurfaceVolumeRatio,0.010682249
original_gldm_SmallDependenceLowGrayLevelEmphasis,0.01002658
original_glrlm_RunLengthNonUniformityNormalized,0.009988245
original_glcm_MCC,0.009675046
original_gldm_LargeDependenceEmphasis,0.009099698
original_gldm_LargeDependenceHighGrayLevelEmphasis,0.009027246
original_ngtdm_Complexity,0.009010401
original_glszm_ZoneEntropy,0.008961941
original_firstorder_Mean,0.008835134
original_shape_Maximum2DDiameterRow,0.007368258
original_glrlm_RunEntropy,0.0073122024
original_glszm_LowGrayLevelZoneEmphasis,0.0072397483
original_firstorder_Kurtosis,0.0070448844
original_glrlm_LongRunLowGrayLevelEmphasis,0.007044063
original_glrlm_LongRunEmphasis,0.0069504967
original_shape_Maximum2DDiameterColumn,0.006523832
original_glcm_Contrast,0.0062732473
original_glcm_DifferenceEntropy,0.0060258
original_glcm_ClusterShade,0.005809307
original_glszm_LargeAreaHighGrayLevelEmphasis,0.005584613
original_firstorder_Median,0.0055294842
original_gldm_LargeDependenceLowGrayLevelEmphasis,0.003870846
original_glrlm_RunLengthNonUniformity,0.0
original_glrlm_RunVariance,0.0
original_glrlm_LowGrayLevelRunEmphasis,0.0
original_glrlm_ShortRunEmphasis,0.0
original_glszm_GrayLevelNonUniformityNormalized,0.0
original_glszm_HighGrayLevelZoneEmphasis,0.0
original_glszm_LargeAreaLowGrayLevelEmphasis,0.0
original_ngtdm_Coarseness,0.0
original_glcm_SumAverage,0.0
original_glrlm_GrayLevelNonUniformityNormalized,0.0
original_glrlm_GrayLevelNonUniformity,0.0
original_shape_MajorAxisLength,0.0
original_shape_Maximum3DDiameter,0.0
original_shape_MeshVolume,0.0
original_shape_MinorAxisLength,0.0
original_shape_VoxelVolume,0.0
original_firstorder_90Percentile,0.0
original_firstorder_MeanAbsoluteDeviation,0.0
original_firstorder_Range,0.0
original_firstorder_RootMeanSquared,0.0
original_firstorder_TotalEnergy,0.0
original_firstorder_Uniformity,0.0
original_firstorder_Variance,0.0
original_glcm_Autocorrelation,0.0
original_glcm_ClusterProminence,0.0
original_glcm_Correlation,0.0
original_glcm_DifferenceAverage,0.0
original_glcm_DifferenceVariance,0.0
original_glcm_Id,0.0
original_glcm_Idm,0.0
original_glcm_Idmn,0.0
original_glcm_Imc1,0.0
original_glcm_Imc2,0.0
original_glcm_JointAverage,0.0
original_glcm_JointEntropy,0.0
original_glcm_SumEntropy,0.0
original_glcm_SumSquares,0.0
original_gldm_DependenceNonUniformity,0.0
original_gldm_GrayLevelVariance,0.0
original_gldm_SmallDependenceHighGrayLevelEmphasis,0.0
original_ngtdm_Strength,0.0
