feature,importance_mean,importance_std
KI67 %,4.174359369277954,0.29141112681315656
median_derivative_phase_3,2.0821354389190674,0.5720402948974531
mean_derivative_phase_5,1.841202449798584,0.42325816809973016
max_derivative_phase_3,1.8375548124313354,0.4539193337817265
max_derivative_phase_4,1.8123035192489625,0.3085604423292942
std_derivative_phase_4,1.7830117464065551,0.26705017849207896
mean_derivative_phase_3,1.680942988395691,0.30900710365064404
mean_derivative_phase_2,1.6586254119873047,0.36781129048184824
median_derivative_phase_2,1.5734357595443726,0.3924257070116649
max_derivative_phase_5,1.562977957725525,0.20942487151938458
median_derivative_phase_4,1.5100559830665587,0.37960118635310364
std_derivative_phase_2,1.5074196338653565,0.4898433705403459
median_derivative_phase_5,1.4726621389389039,0.1302785730593225
max_derivative_phase_2,1.4518272399902343,0.1552570284430722
std_derivative_phase_3,1.417389941215515,0.4183871425384
std_derivative_phase_5,1.3429932355880738,0.3549089485304066
mean_derivative_phase_4,0.9213939905166626,0.48540789455298916
isTN,0.0,0.0
